hash,message,added_lines,label,notes
fde90ebdf837e065814f34c866cb83e9be4cce46,initial (outdated) CRE ID mapping (#840),"+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-02|067-050, 240-274, 555-048|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-03|615-744|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-04|462-245|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-06|483-715|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-07|036-147|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CONF-10|336-512|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-IDNT-01|817-808, 368-633|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-01|270-634|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-02|235-658|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-03|802-056|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-06|473-758|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-07|630-577, 487-305, 576-651, 158-874, 338-370, 807-565, 715-681, 103-707, 604-025, 027-555, 751-176, 327-505|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-08|772-358|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHN-09|581-525|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHZ-01|675-168, 737-086, 742-056|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHZ-02|650-560, 152-725, 524-603|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHZ-03|713-683|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ATHZ-04|304-667|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-01|582-541, 618-403, 727-043, 704-530, 551-054|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-02|232-034, 804-220, 342-055, 688-081, 705-182, 455-358|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-03|002-630|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-04|333-888, 402-133|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-05|060-472, 464-084|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-06|673-736, 238-346, 457-165|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-SESS-07|065-782|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-01|366-835, 257-668, 065-388|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-02|257-668, 065-388|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-03|532-878|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-04|743-237|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-05|064-808, 732-873|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-06|531-558|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-07|611-051, 764-507, 134-207|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-09|134-207|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-10|881-434|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-11|547-283, 657-084|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-12|683-722, 857-718|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-INPV-18|422-005|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ERRH-01|166-151, 743-110|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-ERRH-02|612-435, 118-602, 863-636|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CRYP-01|248-646, 745-045, 767-701|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CRYP-04|786-224, 742-431, 433-122, 674-425, 441-132, 267-468, 224-321, 482-866, 027-210, 664-571, 542-488, 483-883|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-01|607-671, 257-668, 065-388|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-02|387-848, 317-743|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-03|542-445|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-04|232-217|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-05|646-462|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-07|316-272|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-09|480-071|
+|ID          |CRE ID |
+|------------|-------|
+|WSTG-CLNT-12|046-257, 617-524, 455-358|
+|ID |CRE ID|
+|---|------|
+|WSTG-APPENDIX-D|533-516, 620-101|
+",0,Noise / Non-knowledge
e61e8ff5b0b03c2408de766bd8ce38314a1ffda0,Test PR,"+[test link](https://janeybird.com)
+",0,Noise / Non-knowledge
4f7cdcf15e1628ade5d2ec1e630e082c77c5e29a,Migration clean up and fixes for 4.12 (close #88) (#184),"+# Testing WebSockets
+## Summary
+Traditionally, the HTTP protocol only allows one request/response per TCP connection. Asynchronous JavaScript and XML (AJAX) allows clients to send and receive data asynchronously (in the background without a page refresh) to the server, however, AJAX requires the client to initiate the requests and wait for the server responses (half-duplex).
+
+[WebSockets](https://html.spec.whatwg.org/multipage/web-sockets.html#network) allow the client or server to create a 'full-duplex' (two-way) communication channel, allowing the client and server to truly communicate asynchronously. WebSockets conduct their initial *upgrade* handshake over HTTP and from then on all communication is carried out over TCP channels by use of frames. For more, see the [WebSocket Protocol](https://tools.ietf.org/html/rfc6455).
+It is the server’s responsibility to verify the [`Origin` header](https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Origin) in the initial HTTP WebSocket handshake. If the server does not validate the origin header in the initial WebSocket handshake, the WebSocket server may accept connections from any origin. This could allow attackers to communicate with the WebSocket server cross-domain allowing for CSRF-like issues. See also [Top 10-2017 A5-Broken Access Control](https://www.owasp.org/index.php/Top_10-2017_A5-Broken_Access_Control).
+As with any data originating from untrusted sources, the data should be properly sanitized and encoded. See also [Top 10-2017 A1-Injection](https://www.owasp.org/index.php/Top_10-2017_A1-Injection) and [Top 10-2017 A7-Cross-Site Scripting (XSS)](https://www.owasp.org/index.php/Top_10-2017_A7-Cross-Site_Scripting_(XSS)).
+   - Inspect the client-side source code for the `ws://` or `wss://` URI scheme.
+   - Use Google Chrome's Developer Tools to view the Network WebSocket communication.
+   - Use [OWASP Zed Attack Proxy](https://www.owasp.org/index.php/OWASP_Zed_Attack_Proxy_Project) (ZAP)'s WebSocket tab.
+   - Using a WebSocket client (one can be found in the [Tools](#Tools) section below) attempt to connect to the remote WebSocket server. If a connection is established the server may not be checking the origin header of the WebSocket handshake.
+   - Check that the WebSocket connection is using SSL to transport sensitive information (wss://).
+   - Check the SSL Implementation for security issues (Valid Certificate, BEAST, CRIME, RC4, etc). Refer to the [Testing for Weak SSL/TLS Ciphers, Insufficient Transport Layer Protection (OTG-CRYPST-001)](https://www.owasp.org/index.php/Testing_for_Weak_SSL/TLS_Ciphers,_Insufficient_Transport_Layer_Protection_(OTG-CRYPST-001)) section of this guide.
+   - WebSockets do not handle authentication, normal black-box authentication tests should be carried out. Refer to the [Authentication Testing](https://www.owasp.org/index.php/Testing_for_authentication) sections of this guide.
+   - WebSockets do not handle authorization, normal black-box authorization tests should be carried out. Refer to the [Authorization Testing](https://www.owasp.org/index.php/Testing_for_Authorization) sections of this guide.
+   - Use [OWASP Zed Attack Proxy](https://www.owasp.org/index.php/OWASP_Zed_Attack_Proxy_Project) (ZAP)'s WebSocket tab to replay and fuzz WebSocket request and responses. Refer to the [Testing for Data Validation](https://www.owasp.org/index.php/Testing_for_Data_Validation) sections of this guide.
+- [OWASP Zed Attack Proxy (ZAP)](https://www.owasp.org/index.php/OWASP_Zed_Attack_Proxy_Project)
+- [WebSocket Client](https://github.com/ethicalhack3r/scripts/blob/master/WebSockets.html)
+- [Google Chrome Simple WebSocket Client](https://chrome.google.com/webstore/detail/simple-websocket-client/pfdhoblngboilpfeibdedpjgfnlcodoo?hl=en)
+- [HTML5 Rocks - Introducing WebSockets: Bringing Sockets to the Web](http://www.html5rocks.com/en/tutorials/websockets/basics/)
+- [W3C - The WebSocket API](http://dev.w3.org/html5/websockets/)
+- [IETF - The WebSocket Protocol](https://tools.ietf.org/html/rfc6455)
+- [Christian Schneider - Cross-Site WebSocket Hijacking (CSWSH)](http://www.christian-schneider.net/CrossSiteWebSocketHijacking.html)
+- [Jussi-Pekka Erkkilä - WebSocket Security Analysis (PDF)](http://juerkkil.iki.fi/files/writings/websocket2012.pdf)
+- [Robert Koch- On WebSockets in Penetration Testing](http://www.ub.tuwien.ac.at/dipl/2013/AC07815487.pdf)
+- [DigiNinja - OWASP ZAP and Web Sockets](http://www.digininja.org/blog/zap_web_sockets.php)
+# Testing Web Messaging
+
+## Summary
+
+Web Messaging (also known as [Cross Document Messaging](https://html.spec.whatwg.org/multipage/web-messaging.html#web-messaging)) allows applications running on different domains to communicate in a secure manner. Before the introduction of web messaging, the communication of different origins (between iframes, tabs and windows) was restricted by the same origin policy and enforced by the browser. Developers used multiple hacks ",0,Noise / Non-knowledge
a286b07625fb5ad05517d8cfe67083064a606ef5,Add Reference Link; Reorder Links As Per Relevance (#876),"+- [Prevent WordPress Username Enumeration](https://www.jinsonvarghese.com/prevent-wordpress-username-enumeration/)
+- [Marco Mella, Sun Java Access & Identity Manager Users enumeration](https://www.exploit-db.com/exploits/32762)",0,Noise / Non-knowledge
2305644ea87606db64c1f16704590f0f61f42bfa,Issue 152: Remove Webscarab Reference (#323),"+Consider the case of an application that contains a set of documents that you can browse from the Internet. If you fire up a personal proxy (such as ZAP or Burp Suite), you can obtain a POST HTTP like the following:",0,Noise / Non-knowledge
e8c08802efc706f98aeaa066a082e5bae7822e59,Fix Typo (#902),"+The [`SameSite`](https://developer.mozilla.org/en-US/docs/Web/HTTP/Cookies#SameSite_cookies) attribute is used to assert that a cookie ought not to be sent along with cross-site requests. This feature allows the server to mitigate the risk of cross-origin information leakage. In some cases, it is used too as a risk reduction (or defense in depth mechanism) strategy to prevent [cross-site request forgery](05-Testing_for_Cross_Site_Request_Forgery.md) attacks. This attribute can be configured in three different modes:",0,Noise / Non-knowledge
17d089d45581bd95e63b9ac7df7e8822cee72703,Update misspelling for example domain name (#358),"+2. At some point, victimotherdomain.com expires and is available for registration by anyone. Since the CNAME record is not deleted from the victim.com DNS zone, anyone who registers `victimotherdomain.com` has full control over `www.victim.com` until the DNS record is present.",0,Noise / Non-knowledge
c3b8a00561b531d90129b9542c368353bf3bc858,Tweak Appendix E history details and contributor info (#377),"+## Leaders
+
+- Rick Mitchell
+- Elie Saad
+- Matteo Meucci
+
+## Core Team
+
+- Rejah Rehim
+- Victoria Drake
+
+The Testing Guide v4 was released in 2014. The Testing guide originated in 2003 with Dan Cuthbert as one of the original editors. It was handed over to Eoin Keary in 2005 and transformed into a wiki. Matteo Meucci has taken on the Testing guide and is now the lead of the OWASP Testing Guide Project. From 2013 Andrew Muller co-lead the project with Matteo Meucci into 2018/2019.
+- Andrew Muller: OWASP Testing Guide Lead 2013-2019.
+- Eoin Keary: OWASP Testing Guide Lead 2005-2007.
+- Daniel Cuthbert: OWASP Testing Guide Lead 2003-2005.",0,Noise / Non-knowledge
96048d1d35a35d52b9f4b5e64b6cbc46bca5e093,4.8.5.2 - v4 Migration Cleanup,"+# Testing for MySQL
+## Summary
+
+[SQL Injection](https://www.owasp.org/index.php/SQL_Injection) vulnerabilities occur whenever input is used in the construction of a SQL query without being adequately constrained or sanitized. The use of dynamic SQL (the construction of SQL queries by concatenation of strings) opens the door to these vulnerabilities. SQL injection allows an attacker to access the SQL servers. It allows for the execution of SQL code under the privileges of the user used to connect to the database.
+## How to Test
+MySQL comes with at least four versions which are used in production worldwide, `3.23.x`, `4.0.x`, `4.1.x` and `5.0.x`. Every version has a set of features proportional to version number.
+- From Version 4.0: UNION
+- From Version 4.1: Subqueries
+- From Version 5.0: Stored procedures, Stored functions and the view named `INFORMATION_SCHEMA`
+- From Version 5.0.2: Triggers
+It should be noted that for MySQL versions before 4.0.x, only Boolean or time-based Blind Injection attacks could be used, since the subquery functionality or `UNION` statements were not implemented.
+From now on, we will assume that there is a classic SQL injection vulnerability, which can be triggered by a request similar to the the one described in the Section on [Testing for SQL Injection](https://www.owasp.org/index.php/Testing_for_SQL_Injection_(OTG-INPVAL-005)).
+MySQL quote escaping is the following:
+
+`'A string with \'quotes\''`
+That is, MySQL interprets escaped apostrophes `\'` as characters and not as metacharacters.
+1. Web app escapes single quotes `'` => `\'`
+2. Web app does not escape single quotes `'` => `'`
+Let's suppose we want to know the value of a field named `password` in a record, with a condition like the following:
+1. password like `'A%'`
+2. The ASCII values in a concatenated hex:
+    `password LIKE 0x4125`
+3. The char() function:
+    `password LIKE CHAR(65,37)`
+### Multiple Mixed Queries
+MySQL library connectors do not support multiple queries separated by `;` so there's no way to inject multiple non-homogeneous SQL commands inside a single SQL injection vulnerability like in Microsoft SQL Server.
+### Information Gathering
+Of course, the first thing to know is if there's MySQL DBMS as a back end database. MySQL server has a feature that is used to let other DBMS ignore a clause in MySQL dialect. When a comment block `'/**/'` contains an exclamation mark `'/*! sql here*/'` it is interpreted by MySQL, and is considered as a normal comment block by other DBMS as explained in [MySQL manual](http://dev.mysql.com/doc/refman/5.0/en/comments.html).
+> If MySQL is present, the clause inside the comment block will be interpreted.
+1. By using the global variable `@@version`
+2. By using the function [VERSION()](https://dev.mysql.com/doc/refman/8.0/en/information-functions.html#function_version)
+3. By using comment fingerprinting with a version number `/*!40110 and 1=0*/`
+which means
+```sql
+if(version >= 4.1.10)
+   add 'and 1=0' to the query.
+```
+The response would contain something to the lines of:
+1. [USER()](https://dev.mysql.com/doc/refman/8.0/en/information-functions.html#function_user): the user connected to the MySQL Server.
+2. [CURRENT_USER()](https://dev.mysql.com/doc/refman/8.0/en/information-functions.html#function_current-user): the internal user who is executing the query.
+There is some difference between 1 and 2. The main one is that an anonymous user could connect (if allowed) with any name, but the MySQL internal user is an empty name (''). Another difference is that a stored procedure or a stored function are executed as the creator user, if not declared elsewhere. This can be known by using `CURRENT_USER`.
+`1 AND 1=0 UNION SELECT USER()`
+The response would contain something to the lines of:
+#### Database Name in Use
+There is the native function `DATABASE()`
+`1 AND 1=0 UNION SELECT DATABASE()`
+> Expected Result, A string like this:
+>`dbname`
+#### INFORMATION_SCHEMA
+From MySQL 5.0 a view named [INFORMATION_SCHEMA](https://dev.mysql.com/doc/refman/8.0/en/information-schema.html) was created. It allows us to get all informations about databases, tables, and columns, as well as procedures and functions.
+| Tables_in_INFORMATION_SCHEMA | DESCRIPTION |
+|------------------------------|-------------|
+| SCHEMATA  | All databases the user has (at least) SELECT_priv |
+| SCHEMA_PRIVILEGES  | The privileges the user has for each DB |
+| TABLES  | All tables the user has (at least) SELECT_priv |
+| TABLE_PRIVILEGES | The privileges the user has for each table |
+| COLUMNS | All columns the user has (at least) SELECT_priv |
+| COLUMN_PRIVILEGES | The privileges the user has for each column |
+| VIEWS | All columns the user has (at least) SELECT_priv |
+| ROUTINES | Procedures and functions (needs EXECUTE_priv) |
+| TRIGGERS | Triggers (needs INSERT_priv) |
+| USER_PRIVILEGES | Privileges connected User has |
+### Attack Vectors
+If the connected user has `F",0,Noise / Non-knowledge
8256a71a16c498822590aeaee30f034aab0c38f7,Remove commenting feature in Github link chek task (#389),"+        cat log | awk -v RS=""FILE:"" 'match($0, /(\S*\.md).*\[✖\].*(\d*\slinks\schecked\.)(.*)/, arr ) { print ""FILE:""arr[1] arr[3] > ""brokenlinks.txt""}'
+        cat brokenlinks.txt
+    - name: Upload list of broken links
+      uses: actions/upload-artifact@v1
+        name: broken-links
+        path: brokenlinks.txt",0,Noise / Non-knowledge
14ec50f6349fa59f882935f97a520655d61d85ab,Update mapping application architecture (#796),"+In order to effectively test an application, and to be able to provide meaningful recommendations on how to address any of the issues identified, it is important to understand what you are actually testing. Additionally, it can help determine whether specific components should be considered out of scope for testing.
+Modern web applications can vary significantly in complexity, from a simple script running on a single server to a highly complex application spread across dozens of different systems, languages and components. There may also be additional network-level components such as firewalls or intrusion protection systems that can have a significant impact on testing.
+- Understand the architecture of the application and the technologies in use.
+When testing from a black box perspective, it is important to try and build up a clear picture of how the application works, and which technologies and components are in place. In some cases it is possible to test for specific components (such as a web application firewall), while others can be identified by inspecting the behaviour of the application.
+The sections below provide a high-level overview of common architectural components, along with details of how they can be identified.
+### Application Components
+#### Web Server
+Simple applications may run on a single server, which can be identified using the steps discussed in the [Fingerprint Web Server](02-Fingerprint_Web_Server.md) section of the guide.
+#### Platform-as-a-Service (PaaS)
+In a Platform-as-a-Service (PaaS) model, the web server and underlying infrastructure are managed by the service provider, and the customer is only responsible for the application that this deployed on them. From a testing perspective, there are two main differences:
+- The application owner has no access to the underlying infrastructure, so will be unable to directly remediate any issues.
+- Infrastructure testing is likely to be out of scope for any engagements.
+In some cases it is possible to identify the use of PaaS, as the application may use a specific domain name (for example, applications deployed on Azure App Services will have a `*.azurewebsites.net` domain - although they may also use custom domains). However, in other cases it is difficult to determine whether PaaS is in use.
+#### Serverless
+In a Serverless model, the developers provide code which is directly run on a hosting platform as individual functions, rather than as an traditional larger web application deployed in a webroot. This makes it well suited to microservice-based architectures. As with a PaaS environment, infrastructure testing is likely to be out of scope.
+In some cases the use of Serverless code may be indicated by the presence of specific HTTP headers. For example, AWS Lambda functions will typically return the following headers:
+```http
+X-Amz-Invocation-Type
+X-Amz-Log-Type
+X-Amz-Client-Context
+```
+
+Azure Functions are less obvious. They typically return the `Server: Kestrel` header - but this on its own is not enough to be confident that it is an Azure App function, rather than some other code running on Kestrel.
+
+#### Microservices
+
+In a microservice-based architecture, the application API is made up of multiple discrete services, rather than running as a monolithic application. The services themselves often run inside containers (usually with Kubernetes), and can use a variety of different operating systems and languages. Although they are typically behind a single API gateway and domain, the use of multiple languages (often indicated in detailed error messages) can suggest that microservices are in use.
+
+#### Static Storage
+
+Many applications store static content on dedicated storage platforms, rather than hosting it directly on the main web server. The two most common platforms are Amazon's S3 Buckets, and Azure's Storage Accounts, and can be easily identified by the domain names:
+
+- Amazon S3 Buckets are either `BUCKET.s3.amazonaws.com` or `s3.REGION.amazonaws.com/BUCKET`
+- Azure Storage Accounts are `ACCOUNT.blob.core.windows.net`
+
+These storage accounts can often exposes sensitive files, as discussed in the [Testing Cloud Storage Guide](../02-Configuration_and_Deployment_Management_Testing/11-Test_Cloud_Storage.md) section.
+
+#### Database
+
+Most non-trivial web applications use some kind of database to store dynamic content. In some cases it's possible to determine the database, although it usually relies on other issues in the application. This can often be done by:
+
+- Port scanning the server and looking for any open ports associated with specific databases.
+- Triggering SQL (or NoSQL) related error messages (or finding existing errors from a [search engine](../01-Information_Gathering/01-Conduct_Search_Engine_Discovery_Reconnaissance_for_Information_Leakage.md).
+
+Where it's not possible to conclusively determine the database, you can often make an educated guess based on other aspects of the app",1,Security Knowledge
9f1e62b3cec4b5e2cc9df50aa31a70857e7ddf79,Add MFA bypass by changing OIDC flow (#1134),"+If the authentication is using a OpenID Connect (OIDC) provider that allows custom authentication flows (or policies) such as Azure B2C, there may be multiple flows defined, some of which may not require MFA. For example if the application authenticates with a flow called `B2C_1_SignInWithMFA`, then try tampering that to `B2C_1_SignIn`, `B2C_1_SignInWithoutMFA` or other similar values.
+
+- Is there any kind of challenge and response mechanism (such as providing a code on the site that the user needs to enter into the app - often called ""number matching"" or ""number challenge"")?",1,Security Knowledge
56f064abee0798db752374ed7d66d5af049accc7,"Fix ""occurence"" Spelling Error In Multiple Places (#905)","+  | node.js / express | First occurrence only | color=red |
+Spring MVC allows to automatically bind user input into object. Identify the controllers that handle state-changing requests (e.g. find the occurrences of `@RequestMapping`) then verify if controls are in place (both on the controller or on the involved models). Limitations on the exploitation of the mass assignment can be, for example, in the form of:",0,Noise / Non-knowledge
d0e1683ae0e7e59a86f6aadcff8105a3f9a88709,Update 01-Conduct_Search_Engine_Discovery_Reconnaissance_for_Information_Leakage.md (#790),"+In order for search engines to work, computer programs (or `robots`) regularly fetch data (referred to as [crawling](https://en.wikipedia.org/wiki/Web_crawler)) from billions of pages on the web. These programs find web content and functionality by following links from other pages, or by looking at sitemaps. If a website uses a special file called `robots.txt` to list pages that it does not want search engines to fetch, then the pages listed there will be ignored. This is a basic overview - Google offers a more in-depth explanation of [how a search engine works](https://support.google.com/webmasters/answer/70897?hl=en).",0,Noise / Non-knowledge
b2280ccc428ce2c0dca54064f87a7bbfcd5cdbd7,Change lint workflows into dual step (#1144),"+## `comment.yml`
+
+Triggered by the completion of other workflows in order to comment lint or other results on PRs.
+The workflows which leverage it should create a `pr_number` text file and `artifact.txt` with the content to be commented, which are attached to their workflow runs as `artifact`.
+
+- Trigger: Other workflows `workflow_run`.
+
+name: Comment
+
+on:
+  workflow_run:
+    workflows: ['Markdown Link Check', 'Markdown Lint Check', 'Markdown Terminology Lint Check']
+    types:
+      - completed
+
+permissions:
+  contents: read
+  pull-requests: write
+
+jobs:
+  comment:
+    runs-on: ubuntu-latest
+    if: ${{ github.event.workflow_run.conclusion == 'failure' }}
+    steps:
+      - name: Download Artifact
+        uses: actions/download-artifact@v4
+        with:
+          name: artifact
+          github-token: ${{ secrets.GITHUB_TOKEN }}
+          run-id: ${{ github.event.workflow_run.id }}
+      - name: Comment on PR
+        uses: actions/github-script@v7
+        with:
+          github-token: ${{ secrets.GITHUB_TOKEN }}
+          script: |
+            let fs = require('fs');
+            const issue_number = Number(fs.readFileSync('./pr_number'));
+            const artifactString = fs.readFileSync('./artifact.txt').toString().trimEnd();
+            await github.rest.issues.createComment({
+              owner: context.repo.owner,
+              repo: context.repo.repo,
+              issue_number: issue_number,
+              body: `${artifactString}`
+            });
+  pull_request:
+    - name: Save PR number
+      env:
+        PR_NUMBER: ${{ github.event.number }}
+      run: echo $PR_NUMBER > pr_number
+      if: github.event_name == 'pull_request'
+      if: github.event_name == 'pull_request'
+    - name: Create artifact for comment
+      if: failure()
+      run: |
+        echo ""**The following links are broken:**"" > artifact.txt
+        # Copy to generic name for commenting
+        cat brokenlinks.txt | tee -a artifact.txt
+      uses: actions/upload-artifact@v4
+        name: artifact
+        path: |
+          artifact.txt
+          pr_number
+  pull_request:
+    - name: Save PR number
+      env:
+        PR_NUMBER: ${{ github.event.number }}
+      run: echo $PR_NUMBER > pr_number
+    - name: Create artifact for comment
+      run: |
+        echo ""**The following issues were identified:**"" > artifact.txt
+        # Copy to generic name for commenting
+        cat lint.txt | tee -a artifact.txt
+    - name: Upload list of issues
+      uses: actions/upload-artifact@v4
+        name: artifact
+        path: |
+          artifact.txt
+          pr_number
+  pull_request:
+    - name: Save PR number
+      env:
+        PR_NUMBER: ${{ github.event.number }}
+      run: echo $PR_NUMBER > pr_number
+    - name: Create artifact for comment
+      run: |
+        echo ""**The following mistakes were identified:**"" > artifact.txt
+        # Copy to generic name for commenting
+        cat mistakes.txt | tee -a artifact.txt
+    - name: Upload list of mistakes
+      uses: actions/upload-artifact@v4
+        name: artifact
+        path: |
+          artifact.txt
+          pr_number
+",0,Noise / Non-knowledge
95560b745c258b3cc82512989ad03cee265e43b9,Tweak samesite None text (#976),"+The `None` value specifies that the browser will send the cookie in all contexts, including cross-site requests (the normal behavior before the implementation of `SameSite`). If `Samesite=None` is set, then the Secure attribute must be set, otherwise modern browsers will ignore the SameSite attribute, _e.g._ `SameSite=None; Secure`.",0,Noise / Non-knowledge
4fdf6a3607a677137e9a304e35f6baf114671d1c,Prevent code injection (#815),"+permissions:
+  contents: read
+  pull-requests: write
+
+          const fs = require(""fs"");
+          const brokenLinksPath = `${process.env.GITHUB_WORKSPACE}/brokenlinks.txt`;
+          const brokenLinksString = fs.readFileSync(brokenLinksPath).toString().trimEnd();
+            body: `**The following links are broken:** \n${brokenLinksString}`
+
+permissions:
+  contents: read
+  pull-requests: write
+
+          const fs = require(""fs"");
+          const lintPath = `${process.env.GITHUB_WORKSPACE}/lint.txt`;
+          const lintString = fs.readFileSync(lintPath).toString().trimEnd();
+            body: `**The following issues were identified:** \n${lintString}`
+permissions:
+  contents: read
+  pull-requests: write
+
+        cat log.txt | grep -v '✔ Fixed' | tr '✔' '✖' >mistakes.txt
+        path: mistakes.txt
+          const fs = require(""fs"");
+          const mistakesPath = `${process.env.GITHUB_WORKSPACE}/mistakes.txt`;
+          const mistakesString = fs.readFileSync(mistakesPath).toString().trimEnd();
+            body: `**The following mistakes were identified:** \n${mistakesString}`",0,Noise / Non-knowledge
ecebdd24ec8b2839383f6bf591da279009aaed39,Tweak PR workflows to add comments about failures (#549),"+        LINKS=`cat brokenlinks.txt`
+        LINKS=""${LINKS//'%'/'%25'}""
+        LINKS=""${LINKS//$'\n'/'%0A'}""
+        LINKS=""${LINKS//$'\r'/'%0D'}""
+        echo ::set-output name=LINKS::**Following links are broken:** %0A$LINKS
+    - name: Comment Broken Links
+            body: `${{ steps.brokenlinks.outputs.LINKS }}`
+  pull_request_target:
+    - name: Checkout
+      with:
+        ref: ${{github.event.pull_request.head.ref}}
+        repository: ${{github.event.pull_request.head.repo.full_name}}
+      run: markdownlint . --ignore node_modules --ignore www &> lint.txt
+    - name: Show Linting Issues
+      id: lint
+      if: failure()
+      run: |
+        cat lint.txt
+        ISSUES=$(cat lint.txt)
+        echo ::set-output name=ISSUES::**The following issues were identified:** %0A$ISSUES
+    - name: Attach Linting Issues
+      if: failure()
+      uses: actions/upload-artifact@v1
+      with:
+        name: Linting Issues
+        path: lint.txt
+    - name: Comment Linting Issues
+      if: failure()
+      uses: actions/github-script@v2
+      with:
+        github-token: ${{secrets.GITHUB_TOKEN}}
+        script: |
+          github.issues.createComment({
+            issue_number: ${{ github.event.number }},
+            owner: context.repo.owner,
+            repo: context.repo.repo,
+            body: `${{ steps.lint.outputs.ISSUES }}`
+          })
+
+  pull_request_target:
+    - name: Checkout
+      with:
+        ref: ${{github.event.pull_request.head.ref}}
+        repository: ${{github.event.pull_request.head.repo.full_name}}
+        MISTAKES=$(cat log.txt|grep -v '✔ Fixed'|tr '✔' '✖')
+        echo ::set-output name=MISTAKES::**The following mistakes were identified:** %0A$MISTAKES
+      if: failure()
+    - name: Comment Mistakes
+      if: failure()
+      uses: actions/github-script@v2
+      with:
+        github-token: ${{secrets.GITHUB_TOKEN}}
+        script: |
+          github.issues.createComment({
+            issue_number: ${{ github.event.number }},
+            owner: context.repo.owner,
+            repo: context.repo.repo,
+            body: `${{ steps.mistakes.outputs.MISTAKES }}`
+          })",0,Noise / Non-knowledge
0a9b15f7f1c75c90a9b94577f2f6ac1c30a4b862,Add multi-account containers (#745),"+- [Firefox Multi-Account Containers](https://addons.mozilla.org/en-GB/firefox/addon/multi-account-containers/)
+    - Create multiple containers, each of which have their own isolated cookies and sessions. Useful for testing access control between different users.",1,Security Knowledge
af5b801eaa231bddb344f5dda4dde69f86e8e684,Remove Broken Link From #References (#861),"+- [Marco Mella, Sun Java Access & Identity Manager Users enumeration](https://www.exploit-db.com/exploits/32762)",0,Noise / Non-knowledge
